cust_id,count_accts,cm_age,flag_top_ed_spender,flag_cust_fee_paid_6m,pre6m_cust_spend,pre6m_cust_roc_cnt,pre6m_cust_non_disc_amt,pre6m_cust_non_disc_cnt,pre6m_cust_disc_amt,pre6m_cust_disc_cnt,pre6m_cust_outbound_amt,pre6m_cust_online_amt,pre6m_cust_online_cnt,pre6m_cust_travel_amt,pre6m_cust_travel_cnt,pre6m_cust_retail_amt,pre6m_cust_retail_cnt,pre6m_cust_myca_active,pre6m_cust_mob_logins,pre6m_total_mc_trs,acq_sub_chn,acq_type_grp,fee_type_grp,Cust_tenure,pre6m_spend_active_ind,highly_utilized_ind,min_pay_ind,paid_in_full_ind,sum_total_line_amt,direct_debit_ind,referrals,spillover,self_accts,Customer Low Quality indicator,cdss_most_rcnt_prob,cust_max_credit_12m_amt,cust_max_remit_12m_amt,cbr_3_score,cnsumr_chrg_actv_cust_cnt,cnsumr_chrg_avg_credit_12m_amt,cnsumr_lend_actv_cust_cnt,cnsumr_lend_tot_util_ratio,sow_revol_avg_paydown_pct,sow_tot_annual_ext_pmt_amt,sow_tot_revol_bal_amt,sow_tot_revol_cnt,sow_tot_trans_bal_amt,sow_tot_trans_cnt
570066,1,46,1,0," 5,340 ",246," 1,544 ",172," 3,796 ",74, 74 ," 3,119 ",76," 1,398 ",2," 3,501 ",194,5,5, 28 ,MGM,external,no_fee,17,1,1,0,1," 24,000 ",1,0,0,0,0,0.001," 2,199 "," 2,197 ",1159,0, -   ,1,0.170308,0.0235, 264 ," 1,783 ",2, -   ,0
570067,1,42,1,1," 6,796 ",696," 2,063 ",336," 4,733 ",360," 1,096 "," 2,803 ",400," 2,210 ",128," 2,860 ",374,0,0, (44),MGM,external,full_fee,7,1,1,0,0," 10,000 ",0,0,0,0,0,0.02," 1,038 "," 1,007 ",943,0, -   ,1,0.907817,0, -   , -   ,0, -   ,0
570068,1,32,0,0, 547 ,122, 144 ,52, 403 ,70, 16 , 193 ,40, 204 ,14, 241 ,66,0,0, 5 ,MGM,external,reduced_fee,2,1,0,0,0," 2,000 ",1,0,0,0,0,0.005, 147 , 147 ,798,0, -   ,1,0.16634,0, -   , -   ,0, -   ,0
570069,2,48,1,0," 7,038 ",544," 1,022 ",140," 6,016 ",404, 766 ," 2,047 ",352," 1,410 ",106," 1,651 ",166,15,51, 11 ,Unreferred,spillover,full_fee,84,1,0,0,1," 220,800 ",1,1,0,0,0,0," 4,896 "," 4,167 ",1118,0, -   ,2,0.052889,0.1605," 7,781 "," 5,051 ",3, -   ,0
570070,1,34,0,0," 2,279 ",364, 397 ,154," 1,882 ",210, 118 ," 1,167 ",176, 564 ,36, 495 ,170,5,9, 14 ,Affiliates,spillover,reduced_fee,13,1,0,0,0," 37,000 ",0,0,0,0,0,0, 941 , 941 ,1350,0, 430 ,1,0.068423,0.1118, 888 , 336 ,2, -   ,0
570071,1,42,0,0," 7,977 ",648," 2,259 ",220," 5,719 ",428, 432 ," 4,439 ",456," 3,297 ",86," 3,606 ",342,4,4, 54 ,Partner,external,no_fee,21,1,0,0,1," 61,333 ",0,0,0,0,0,0," 2,243 "," 2,134 ",1331,0, -   ,1,0.087681,0," 3,577 ", -   ,0, 163 ,3
570072,1,31,0,0," 3,137 ",192, 752 ,90," 2,385 ",102, 984 ," 1,722 ",116," 1,703 ",24, 721 ,96,9,165, (51),MGM,external,no_fee,20,1,0,0,1," 72,800 ",0,7,6,0,0,0," 1,869 "," 1,777 ",1175,0, -   ,1,0.043833,0, -   , -   ,0, -   ,0
570073,1,36,0,0," 2,158 ",204, 426 ,30," 1,732 ",174, 233 ," 1,272 ",312, 245 ,8, 963 ,142,3,3, 2 ,MGM,external,no_fee,10,1,0,0,1," 20,000 ",1,0,0,0,0,0, 611 , 611 ,1156,0, -   ,1,0.045036,0, -   , -   ,0, -   ,0
570074,1,57,0,1," 2,369 ",80, 65 ,14," 2,304 ",66, 317 ," 1,790 ",44," 2,111 ",46, -   ,0,6,11, (144),Partner,external,full_fee,3,1,0,0,1," 30,000 ",1,0,0,0,0,0," 1,068 "," 1,068 ",1175,0, -   ,1,0.061068,0, -   , -   ,0, -   ,0
570075,1,36,0,1," 2,231 ",244, 337 ,50," 1,894 ",194, 714 ," 1,507 ",220, 102 ,26," 1,448 ",90,5,20, 129 ,Paid Search,external,full_fee,1,1,0,0,0, -   ,1,0,0,0,0,0.055, 333 , 333 ,739,1, 333 ,0,0,0, -   , -   ,0, -   ,0
570076,2,30,0,0, 897 ,134, 123 ,50, 774 ,84, 9 , 40 ,12, 653 ,52, 76 ,44,5,5, 1 ,Unreferred,external,no_fee,24,1,0,0,1," 40,000 ",1,0,0,0,0,0, 579 , 579 ,1228,0, -   ,2,0.011183,0, -   , -   ,0, -   ,0
570077,1,36,0,0," 2,805 ",32, 107 ,10," 2,698 ",22, -   ," 2,471 ",24," 2,658 ",14, 127 ,12,4,5, 35 ,MGM,external,full_fee,8,1,0,0,0," 40,000 ",0,2,0,0,0,0, 570 , 570 ,1353,0, -   ,1,0.363619,0, -   , -   ,0, -   ,0
570078,1,30,1,0," 7,513 ",678," 2,171 ",176," 5,343 ",502," 1,024 "," 1,934 ",268," 2,104 ",110," 3,968 ",250,7,17, 9 ,MGM,external,no_fee,7,1,1,0,1," 9,333 ",1,0,0,0,0,0," 2,915 "," 2,862 ",1255,0, -   ,1,0.14932,0, -   , -   ,0, -   ,0
570079,2,33,1,1," 16,008 ",1586," 1,594 ",378," 14,415 ",1208," 5,268 "," 9,638 ",1328," 6,968 ",408," 4,201 ",638,15,329, 376 ,Email,others,full_fee,16,1,0,0,1," 59,600 ",1,3,1,0,0,0," 2,772 "," 2,634 ",1350,1," 1,637 ",1,0,0," 4,313 ", -   ,0, 336 ,2
570080,1,49,0,1," 6,176 ",942, 358 ,118," 5,818 ",824," 1,659 "," 2,736 ",492," 3,165 ",344," 1,490 ",222,8,13, 72 ,Affiliates,spillover,full_fee,88,1,0,0,1," 44,133 ",1,0,0,0,0,0," 1,531 "," 1,435 ",1331,0, -   ,1,0.055718,0," 2,730 ", -   ,0, 151 ,2
570081,2,41,0,0," 2,407 ",326," 1,183 ",84," 1,224 ",242, 595 , 277 ,68, 804 ,128," 1,332 ",118,13,37, 25 ,Unreferred,external,no_fee,32,1,0,0,1," 86,800 ",1,0,0,0,0,0," 1,015 ", 834 ,1369,0, -   ,2,0.017875,0," 1,065 ", -   ,0, 98 ,3
570082,1,36,1,0," 6,475 ",650, 405 ,78," 6,070 ",572, 324 ," 3,200 ",272," 2,538 ",132," 2,297 ",160,4,5, 144 ,Unreferred,external,no_fee,21,1,0,0,0," 55,200 ",0,0,0,0,0,0.001," 3,093 "," 3,039 ",1331,0, -   ,1,0.280277,0," 1,875 ", -   ,0, 485 ,2
570083,1,35,0,0," 5,247 ",586, 705 ,238," 4,542 ",348," 1,369 "," 2,467 ",340," 1,345 ",54," 2,979 ",422,5,6, 61 ,MGM,external,reduced_fee,11,1,0,0,0, -   ,1,1,0,0,0,0.001," 1,469 "," 1,469 ",942,1, 660 ,0,0,0, -   , -   ,0, -   ,0
570084,1,42,0,0," 8,448 ",1042," 2,377 ",408," 6,072 ",634, 574 ," 3,491 ",496, 841 ,208," 5,480 ",630,0,0, 20 ,MGM,external,full_fee,10,1,0,0,0," 40,000 ",0,2,0,0,0,0.001," 2,253 "," 2,188 ",1061,0, -   ,1,0.341723,0.0362," 4,960 "," 3,227 ",3, -   ,0
570085,2,55,0,1, 689 ,58, 178 ,16, 512 ,42, 93 , 505 ,88, 61 ,2, 528 ,48,15,565, (170),In House,others,full_fee,11,1,0,0,1," 45,200 ",1,4,4,0,0,0," 1,924 "," 1,880 ",1258,0, 47 ,2,0,0.2403," 8,143 "," 1,146 ",2, 764 ,3
570086,1,40,1,0," 3,127 ",464," 1,125 ",210," 2,002 ",254, 476 ," 1,088 ",124, 902 ,106," 1,358 ",208,5,5, (10),Unreferred,external,no_fee,6,1,1,0,1," 8,000 ",1,0,0,0,0,0.007, 740 , 740 ,965,0, -   ,1,0.643005,0," 2,514 ", -   ,0, 135 ,2
570087,1,31,1,1," 3,767 ",772, 235 ,54," 3,533 ",718, 272 , 620 ,44," 1,178 ",266, 553 ,80,7,14, 74 ,MGM,external,reduced_fee,14,1,0,0,0, -   ,1,1,0,0,0,0, 614 , 614 ,1091,1, 275 ,0,0,0, -   , -   ,0, -   ,0
570088,1,33,1,0," 2,794 ",314, 549 ,82," 2,245 ",232, 376 ," 1,079 ",228, 580 ,46," 1,523 ",140,0,0, 4 ,MGM,external,no_fee,33,1,0,0,0," 14,000 ",0,0,0,0,0,0, 684 , 684 ,1148,0, -   ,1,0.000985,0, -   , -   ,0, -   ,0
570089,1,49,1,0," 3,676 ",516, 966 ,252," 2,710 ",264, 92 , 914 ,168, 240 ,20," 2,807 ",402,4,4, 5 ,MGM,external,no_fee,32,1,0,0,0," 40,000 ",0,0,0,0,0,0, 821 , 821 ,1224,0, -   ,1,0.000355,0, -   , -   ,0, -   ,0
570090,1,37,0,0," 2,155 ",484, 16 ,10," 2,139 ",474, 195 , 617 ,144, 338 ,146, 618 ,34,0,0, 18 ,Affiliates,external,no_fee,27,1,0,0,1," 45,600 ",1,0,0,0,0,0, 525 , 525 ,1232,0, -   ,1,0.019226,0, 868 , -   ,0, 188 ,2
570091,2,49,1,1," 11,790 ",1858, 589 ,266," 11,202 ",1592," 5,175 "," 7,571 ",576," 8,890 ",922," 1,853 ",336,7,11, 241 ,Affiliates,external,full_fee,26,1,0,0,1," 19,200 ",0,1,1,0,0,0.003," 1,673 "," 1,640 ",1137,1, 423 ,1,0.00267,0, -   , -   ,0, -   ,0
570092,1,38,0,1," 4,429 ",250, 275 ,60," 4,154 ",190," 1,317 "," 2,440 ",208," 2,171 ",28, 947 ,116,3,3, 49 ,In House,others,full_fee,19,1,0,1,1," 72,000 ",0,3,0,0,0,0.001," 1,989 "," 1,931 ",1015,0, -   ,1,0.074227,0.0199," 1,079 "," 2,663 ",2, (7),2
570093,1,54,1,0," 7,964 ",288," 1,312 ",162," 6,652 ",126," 2,208 "," 2,496 ",144," 2,475 ",90," 5,228 ",160,9,26, 48 ,Unreferred,external,no_fee,84,1,0,0,1," 57,600 ",1,0,0,0,0,0," 2,524 "," 2,511 ",1369,0, -   ,1,0.116084,0, 398 , -   ,0, -   ,2
570094,2,48,1,0," 8,655 ",1168," 2,081 ",418," 6,575 ",750," 2,742 "," 4,056 ",836," 1,883 ",162," 3,775 ",618,7,7, 47 ,Unreferred,spillover,full_fee,64,1,0,0,1," 66,400 ",0,0,0,0,0,0, 918 , 910 ,1331,1, 423 ,1,0.127772,0," 6,456 ", -   ,0, 123 ,2
570095,1,41,1,0, -   ,0, -   ,0, -   ,0, -   , -   ,0, -   ,0, -   ,0,0,0, (1),Paid Search,external,full_fee,1,0,0,0,0," 9,600 ",0,0,0,0,0,0, -   , -   ,0,0, -   ,1,0,0, -   , -   ,0, -   ,0
570096,1,42,1,1," 7,692 ",824," 2,140 ",264," 5,552 ",560, 649 ," 3,755 ",376," 2,467 ",108," 2,924 ",366,6,9, 6 ,In House,others,full_fee,114,1,0,0,1," 160,000 ",1,0,0,0,0,0," 2,065 "," 1,998 ",1194,0, -   ,1,0.015436,0, 527 , -   ,0, 33 ,2
570097,1,39,1,1," 5,343 ",446," 2,801 ",316," 2,541 ",130, 367 ," 3,798 ",268, 680 ,14," 3,275 ",384,6,10, (128),In House,others,full_fee,6,1,0,0,0," 36,000 ",0,0,0,0,0,0," 1,206 "," 1,187 ",1266,0, -   ,1,0.040883,0.01, 214 ," 1,798 ",2, -   ,0
570098,1,41,1,1," 11,893 ",780," 1,426 ",138," 10,468 ",642," 2,026 "," 5,520 ",652," 6,757 ",252," 2,758 ",274,9,31, 56 ,Partner,external,full_fee,62,1,0,0,1," 120,000 ",1,0,0,0,0,0," 3,896 "," 3,522 ",1376,0, -   ,1,0.08296,0, -   , -   ,0, -   ,0
570099,1,39,0,0, 457 ,72, 13 ,6, 443 ,66, 182 , 313 ,104, 256 ,16, 66 ,44,8,19, (1),Unreferred,spillover,no_fee,14,1,0,0,1," 63,067 ",0,1,1,0,0,0, 949 , 902 ,1372,0, 8 ,1,0.017965,0, -   , -   ,0, -   ,0
570100,1,39,0,0," 2,754 ",510, 587 ,158," 2,167 ",352, 101 , 702 ,140, 669 ,168," 1,226 ",208,8,16, 1 ,MGM,external,no_fee,36,1,0,0,1," 32,333 ",1,0,0,0,0,0, 729 , 707 ,1277,0, -   ,1,0.054921,0, -   , -   ,0, -   ,0
570101,1,26,0,0," 2,498 ",256, 308 ,86," 2,190 ",170, 643 ," 1,053 ",116, 103 ,14," 1,185 ",90,0,0, 42 ,MGM,external,no_fee,12,1,0,0,1," 12,000 ",0,1,0,0,0,0.001, 504 , 494 ,1270,0, -   ,1,0.333333,0, -   , -   ,0, -   ,0
570102,1,41,0,0," 3,219 ",416, 514 ,116," 2,705 ",300, 102 ," 1,804 ",320, 915 ,70," 1,154 ",168,4,5, 31 ,MGM,external,full_fee,10,1,0,0,1," 24,000 ",1,1,0,0,0,0," 1,596 ", 891 ,1350,0, -   ,1,0.02724,0.0536, 533 ," 1,250 ",2, -   ,0
570103,1,35,1,0," 3,007 ",208, 461 ,64," 2,546 ",144, 34 , 883 ,80," 1,398 ",32, 486 ,86,0,0, (52),MGM,external,reduced_fee,3,1,0,0,1," 12,000 ",1,2,1,0,0,0, 871 , 868 ,1277,0, -   ,1,0.05092,0, -   , -   ,0, -   ,0
570104,1,37,0,1, 856 ,46, 317 ,20, 540 ,26, -   , -   ,0, 166 ,6, 404 ,26,4,4, 185 ,Unreferred,external,full_fee,2,1,0,0,0, -   ,1,0,0,0,0,0, 565 , 565 ,1346,1, 310 ,0,0,0, -   , -   ,0, -   ,0
570105,1,39,1,0, -   ,0, -   ,0, -   ,0, -   , -   ,0, -   ,0, -   ,0,4,4, (0),Unreferred,external,reduced_fee,1,0,0,0,0," 5,333 ",0,0,0,0,0,0.004, -   , -   ,0,0, -   ,1,0,0, -   , -   ,0, -   ,0
570106,1,37,0,0, 6 ,2, 6 ,2, -   ,0, -   , -   ,0, -   ,0, 6 ,2,3,3, (2),Unreferred,external,no_fee,29,1,0,0,1," 14,400 ",0,0,0,0,0,0.008, 13 , 13 ,1156,0, -   ,1,0,0.1102," 8,579 "," 4,194 ",3, 86 ,2
570107,2,46,0,1," 8,303 ",282," 8,264 ",266, 39 ,16, 22 , 36 ,28, -   ,0," 8,299 ",280,15,125, (276),MGM,spillover,full_fee,8,1,0,0,1," 59,000 ",1,1,1,1,0,0," 3,000 "," 2,855 ",1323,0, 2 ,2,0.223139,0," 9,570 ", -   ,0, 910 ,2
570108,1,42,1,1," 6,491 ",708," 1,318 ",270," 5,173 ",438," 1,759 "," 2,208 ",420," 1,184 ",62," 3,074 ",406,9,27, 31 ,MGM,external,full_fee,16,1,0,0,1," 60,000 ",1,3,0,0,0,0," 1,334 "," 1,334 ",1304,0, -   ,1,0.094872,0," 4,810 ", -   ,0, 272 ,2
570109,1,34,1,1," 14,849 ",586, 983 ,56," 13,867 ",530," 3,713 "," 9,920 ",548," 7,872 ",176," 3,631 ",162,5,5, 264 ,MGM,external,reduced_fee,13,1,0,0,0, -   ,0,0,0,0,0,0.004," 3,394 "," 3,394 ",1110,1," 1,520 ",0,0,0.065," 1,730 "," 1,601 ",2, 2 ,2
570110,1,61,1,0," 16,314 ",454," 2,397 ",238," 13,918 ",216," 2,382 "," 13,482 ",416," 12,122 ",42," 3,522 ",372,9,42, (27),MGM,external,full_fee,37,1,0,0,1," 73,467 ",0,1,0,0,0,0," 3,271 "," 2,925 ",1350,0, -   ,1,0.699495,0," 9,917 ", -   ,0, -   ,2
570111,1,48,1,1," 9,491 ",532," 2,467 ",126," 7,024 ",406," 3,212 "," 6,146 ",740," 3,730 ",66," 4,128 ",300,4,5, (6),Unreferred,external,full_fee,38,1,0,0,1," 40,000 ",0,0,0,0,0,0," 3,154 "," 3,061 ",0,0, -   ,1,0.310293,0, -   , -   ,0, -   ,0
570112,1,36,0,1," 2,610 ",412, 329 ,122," 2,281 ",290, 445 ," 1,438 ",392, 372 ,66, 917 ,198,9,130, 17 ,Unreferred,external,full_fee,30,1,0,0,1," 19,600 ",1,0,0,0,0,0, 603 , 603 ,1277,0, -   ,1,0.077977,0, 265 , -   ,0, -   ,2
570113,2,35,1,1," 7,764 ",990," 1,021 ",164," 6,744 ",826, 820 ," 3,538 ",332," 4,945 ",420," 1,133 ",254,13,41, 157 ,Unreferred,external,full_fee,26,1,0,0,0," 14,400 ",1,0,0,0,0,0.001," 1,325 "," 1,325 ",1369,1, 769 ,1,0,0, -   , -   ,0, -   ,0
570114,1,39,1,0," 3,701 ",252," 1,272 ",94," 2,429 ",158, 793 ," 1,581 ",252," 1,537 ",50," 1,604 ",160,4,5, (1),Unreferred,external,no_fee,38,1,0,0,1," 40,000 ",1,0,0,0,0,0, 739 , 631 ,1277,0, -   ,1,0.153233,0, -   , -   ,0, -   ,0
570115,2,37,0,0," 4,740 ",758, 399 ,60," 4,342 ",698," 1,172 "," 2,677 ",404," 1,565 ",282," 1,515 ",204,15,223, 65 ,MGM,external,no_fee,25,1,0,0,1," 90,000 ",0,0,0,0,0,0," 1,836 "," 1,817 ",1026,0, -   ,2,0.041557,0, -   , -   ,0, -   ,0
570116,1,40,1,1," 2,020 ",384, 551 ,110," 1,469 ",274, 159 , 665 ,144, 685 ,138, 645 ,130,6,84, (129),MGM,spillover,full_fee,4,1,1,0,1," 4,000 ",1,0,0,0,0,0, 481 , 478 ,947,0, -   ,1,0.019466,0, -   , -   ,0, -   ,0
570117,1,42,1,1," 5,289 ",1002," 1,418 ",240," 3,871 ",762, 313 ," 1,930 ",332," 1,379 ",312," 2,070 ",298,9,169, 16 ,MGM,external,full_fee,7,1,0,0,1," 36,000 ",1,0,0,0,0,0," 1,223 "," 1,218 ",1224,0, -   ,1,0.055422,0, -   , -   ,0, -   ,0
570118,1,73,0,0, 862 ,98, 496 ,50, 367 ,48, 77 , 272 ,80, 36 ,4, 660 ,78,3,3, (5),Partner,external,no_fee,47,1,0,0,1," 24,000 ",0,0,0,0,0,0, 416 , 416 ,1175,0, -   ,1,0.024933,0, -   , -   ,0, -   ,0
570119,1,32,1,0," 8,200 ",1076," 1,405 ",278," 6,795 ",798," 2,144 "," 3,873 ",420," 2,307 ",240," 3,546 ",432,7,8, 76 ,MGM,external,no_fee,25,1,0,0,1," 44,133 ",0,0,0,0,0,0," 1,328 "," 1,309 ",1163,0, -   ,1,0.158601,0, -   , -   ,0, -   ,0
570120,1,32,0,0," 1,493 ",48, 342 ,6," 1,151 ",42, (0)," 1,450 ",60, 22 ,2," 1,130 ",34,4,4, 1 ,Partner,external,no_fee,21,1,0,0,1," 31,600 ",0,0,0,0,0,0, 306 , 293 ,1338,0, -   ,1,0.196873,0, 14 , -   ,0, -   ,0
570121,1,28,1,0," 4,825 ",694, 508 ,398," 4,318 ",296, 138 , 871 ,204," 1,110 ",22, 939 ,494,9,15, 6 ,MGM,external,reduced_fee,8,1,1,0,1," 16,400 ",0,1,0,0,0,0," 1,664 "," 1,664 ",1232,0, -   ,1,0,0, -   , -   ,0, -   ,0
570122,1,36,0,0," 1,180 ",104, 347 ,48, 834 ,56, 82 , 472 ,44, 348 ,26, 363 ,42,0,0, (41),MGM,external,reduced_fee,2,1,0,0,0," 13,333 ",0,0,0,0,0,0, 5 , -   ,1399,0, -   ,1,0.090507,0, -   , -   ,0, -   ,0
570123,1,28,0,0, 222 ,62, 59 ,20, 162 ,42, 22 , 145 ,60, 2 ,4, 65 ,20,0,0, (5),Unreferred,external,no_fee,2,1,0,0,0," 1,333 ",1,0,0,0,0,0.008, 0 , -   ,996,0, -   ,1,0.09327,0, -   , -   ,0, -   ,0
570124,1,72,0,1," 7,583 ",254, 994 ,74," 6,590 ",180, 686 ," 3,364 ",296," 5,167 ",50," 1,778 ",162,8,23, 139 ,PDB (Personalized),external,full_fee,104,1,0,0,0, -   ,1,0,0,0,0,0," 2,111 "," 2,109 ",1369,1, 970 ,0,0,0, 471 , -   ,0, 33 ,2
570125,1,37,1,1," 15,808 ",1444," 2,568 ",460," 13,241 ",984," 2,061 "," 2,131 ",372, 772 ,378," 11,390 ",586,0,0, 229 ,Interactive,external,full_fee,74,1,0,0,0, -   ,1,0,0,0,0,0," 4,250 "," 4,156 ",1235,1," 1,528 ",0,0,0, -   , -   ,0, -   ,0
570126,1,39,0,1, 388 ,38, 112 ,12, 276 ,26, 16 , 363 ,64, 101 ,4, 276 ,32,3,3, 59 ,MGM,spillover,reduced_fee,14,1,0,0,0, -   ,1,0,0,0,0,0, 640 , 635 ,1395,1, 128 ,0,0,0," 1,380 ", -   ,0, 5 ,2
570127,1,63,0,0," 2,746 ",16, -   ,0," 2,746 ",16, 32 , 32 ,24, 32 ,14," 2,714 ",2,0,0, 175 ,Partner,external,no_fee,13,1,0,0,0," 39,600 ",0,0,0,0,0,0.005, 488 , 375 ,1163,0, -   ,1,0.450278,0," 2,307 ", -   ,0, 95 ,2
570128,1,34,1,0," 4,967 ",486," 1,746 ",196," 3,221 ",290," 1,076 "," 1,915 ",284, 577 ,46," 2,544 ",246,0,0, 40 ,MGM,external,full_fee,8,1,0,0,1," 40,000 ",1,0,0,0,0,0, 992 , 992 ,1274,0, -   ,1,0.141133,0, -   , -   ,0, -   ,0
570129,1,37,1,0," 5,721 ",396," 1,726 ",172," 3,996 ",224," 1,434 "," 2,156 ",160," 1,866 ",48," 1,761 ",168,0,0, 26 ,MGM,external,full_fee,8,1,0,0,1," 40,000 ",1,0,0,0,0,0," 1,512 "," 1,462 ",1285,0, -   ,1,0.100951,0, -   , -   ,0, -   ,0
570130,1,34,0,0," 8,247 ",518, 558 ,134," 7,689 ",384, 591 ," 4,891 ",72, 470 ,56," 4,654 ",154,3,3, 47 ,MGM,external,reduced_fee,6,1,1,0,1," 36,000 ",1,0,0,0,0,0," 5,250 "," 3,548 ",1197,0, -   ,1,0.14095,0, -   , -   ,0, -   ,0
570131,1,36,1,0," 3,796 ",280," 1,061 ",54," 2,735 ",226, 203 ," 2,145 ",372, -   ,0," 2,090 ",118,0,0, 2 ,Affiliates,external,no_fee,4,1,0,0,1," 19,200 ",1,0,0,0,0,0," 1,597 "," 1,449 ",1258,0, -   ,1,0.191754,0, -   , -   ,0, -   ,0
570132,1,37,1,0, 768 ,90, 354 ,40, 414 ,50, 123 , 272 ,44, 149 ,6, 479 ,54,7,12, (15),MGM,spillover,full_fee,11,0,0,0,0," 9,467 ",0,0,0,0,0,0," 1,149 ", 877 ,1304,0, 513 ,1,0.000316,0, -   , -   ,0, -   ,0
570133,1,34,0,0," 1,160 ",36, 60 ,10," 1,100 ",26, -   , 120 ,8, 5 ,2, 963 ,20,6,9, 6 ,Unreferred,external,reduced_fee,11,1,0,0,0, -   ,0,0,0,0,0,0.001, 749 , 606 ,1372,1, 224 ,0,0,0, -   , -   ,0, -   ,0
570134,1,44,0,0," 1,032 ",306, 268 ,94, 764 ,212, 58 , 565 ,164, 226 ,110, 348 ,64,7,30, (4),Search,external,no_fee,17,1,0,0,1," 33,200 ",1,0,0,0,0,0, 685 , 656 ,1243,0, -   ,1,0.028497,0, 652 , -   ,0, -   ,2
570135,1,42,0,1," 11,710 ",360, 730 ,66," 10,980 ",294," 5,427 "," 5,117 ",384," 1,544 ",64," 8,455 ",190,9,25, 148 ,Unreferred,spillover,full_fee,57,1,0,0,0," 60,400 ",0,0,0,0,0,0," 2,030 "," 2,010 ",1228,0, -   ,1,0.46028,0, -   , -   ,0, -   ,0
570136,1,38,1,0," 12,924 ",1992," 2,932 ",592," 9,993 ",1400," 1,540 "," 4,239 ",516," 3,089 ",496," 4,077 ",768,7,16, 168 ,MGM,external,reduced_fee,11,1,0,0,1," 80,000 ",1,0,0,0,0,0," 2,145 "," 2,044 ",1331,0, -   ,1,0.148002,0, 809 , -   ,0, -   ,0
570137,1,28,0,0," 2,840 ",578, 824 ,134," 2,016 ",444, 327 ," 1,430 ",316, 383 ,148," 1,183 ",164,5,6, (89),MGM,external,reduced_fee,7,1,0,0,1," 60,000 ",1,5,0,0,0,0, 845 , 712 ,1353,0, -   ,1,0.044836,0, -   , -   ,0, -   ,0
570138,1,34,1,0," 3,855 ",536," 1,208 ",314," 2,648 ",222, 470 , 825 ,208, 111 ,34," 2,527 ",298,0,0, 86 ,MGM,external,full_fee,35,1,0,0,1," 49,200 ",0,0,0,0,0,0.003," 1,884 "," 1,875 ",1331,0, -   ,1,0.107435,0.0331, 942 ," 1,458 ",2, -   ,0
570139,1,33,0,0," 1,189 ",128, 126 ,34," 1,063 ",94, 314 , 443 ,40, 664 ,60, 366 ,48,4,4, 4 ,MGM,external,no_fee,13,1,0,0,1," 30,667 ",1,0,0,0,0,0, 374 , 348 ,1323,0, -   ,1,0.009518,0, -   , -   ,0, -   ,0
570140,1,31,1,0," 2,782 ",448, 619 ,80," 2,163 ",368, 660 ," 1,294 ",64," 1,038 ",26, 735 ,80,4,4, 11 ,Unreferred,external,no_fee,13,1,1,0,1," 4,000 ",0,0,0,0,0,0, 619 , 619 ,1209,0, -   ,1,0.60991,0, -   , -   ,0, -   ,0
570141,1,30,0,0," 1,836 ",562, 583 ,244," 1,253 ",318, 110 , 477 ,104, 714 ,196, 692 ,250,0,0, (3),MGM,external,reduced_fee,6,1,0,0,1," 20,000 ",0,1,0,0,0,0, 269 , 269 ,1205,0, -   ,1,0.249234,0, -   , -   ,0, -   ,0
570142,1,30,0,0," 6,086 ",794," 1,476 ",156," 4,610 ",638," 1,724 "," 1,237 ",456," 1,379 ",128," 2,571 ",192,5,5, (23),Affiliates,external,reduced_fee,5,1,0,0,1," 36,000 ",0,0,0,0,0,0.001," 1,351 "," 1,304 ",954,0, -   ,1,0.375718,0, 214 , -   ,0, 214 ,2
570143,1,40,1,0," 14,025 ",1686," 1,472 ",238," 12,553 ",1448," 3,332 "," 5,718 ",1244," 5,616 ",736," 3,330 ",450,0,0, 108 ,Unreferred,external,no_fee,94,1,0,0,1," 71,600 ",1,0,0,0,0,0," 2,731 "," 2,726 ",1289,0, -   ,1,0.260129,0," 6,498 ", -   ,0, 149 ,3
570144,1,48,1,0, -   ,0, -   ,0, -   ,0, -   , -   ,0, -   ,0, -   ,0,0,0, (0),MGM,external,no_fee,1,0,0,0,0," 4,400 ",0,0,0,0,0,0, -   , -   ,0,0, -   ,1,0,0, -   , -   ,0, -   ,0
570145,1,58,1,0," 9,672 ",1620," 1,341 ",302," 8,331 ",1318, 275 ," 1,853 ",408," 2,998 ",206," 2,184 ",392,9,36, (13),Unreferred,external,reduced_fee,23,1,0,0,0," 50,800 ",0,1,0,0,0,0," 2,471 "," 1,875 ",1372,0, -   ,1,0.133224,0," 8,810 ", -   ,0, 764 ,2
570146,1,48,1,1," 3,451 ",384," 1,863 ",122," 1,588 ",262, 295 ," 1,571 ",512, -   ,0," 1,665 ",252,9,17, 45 ,In House,others,full_fee,8,1,0,0,1," 10,000 ",1,0,0,0,0,0.001, 740 , 738 ,1057,0, 147 ,1,0.44696,0, -   , -   ,0, -   ,0
570147,1,41,1,0," 2,342 ",522," 1,141 ",292," 1,200 ",230, 100 ," 1,798 ",264, 404 ,2, 591 ,384,0,0, (5),Partner,external,no_fee,20,1,0,0,1," 52,000 ",1,0,0,0,0,0," 1,386 "," 1,366 ",1228,0, -   ,1,0.00013,0, -   , -   ,0, -   ,0
